"","Veh_Mock_R1","Veh_Mock_R2","Veh_Mock_R3","Amp_Mock_R1","Amp_Mock_R2","Amp_Mock_R3","Amp_Tri_R1","Amp_Tri_R2","Amp_Tri_R3"
"18972",2484,2796,2539,2445,2072,2456,2524,3412,2209
"18973",611,889,730,811,658,995,871,1193,680
"18974",273,333,286,265,234,357,365,469,277
"18975",2239,2563,2603,2433,2319,2998,2439,2792,2110
"18976",17,20,15,12,17,19,23,31,24
"18979",0,0,0,4,1,2,0,1,1
"18983",1669,1973,2029,2046,1930,2665,1965,2467,1782
"18984",8493,9217,10625,6728,6449,8294,7312,9395,7561
"18985",2,4,2,3,6,5,9,9,14
"18986",549,715,680,688,648,920,797,970,695
"18987",7,5,3,13,9,7,11,7,8
"18988",29,33,34,38,43,40,49,55,29
"18991",8,5,1,9,5,11,10,5,2
"18992",5,6,5,10,6,7,6,7,9
"18993",0,0,0,0,0,0,0,0,0
"18994",3,0,1,0,0,0,0,0,0
"18996",15,15,21,49,54,45,57,53,28
"18997",1,0,0,2,0,1,4,2,1
"18998",0,0,0,0,0,0,0,0,0
"18999",0,0,0,1,0,2,0,1,0
"19009",123,105,145,96,126,110,99,181,105
"19011",0,1,0,1,0,0,0,0,0
"19012",1504,1496,1864,982,948,1255,713,868,623
"19013",1287,1865,1841,1522,1511,1963,1575,2143,1513
"19014",1495,1810,1561,1881,1751,2346,2063,2439,1535
"19015",8130,9964,8805,7936,6977,8537,7085,9690,6361
"19016",7481,8310,8183,6481,5886,8060,4592,6717,5310
"19017",600,676,707,823,796,1123,677,820,579
"19018",2704,2447,2933,2881,2815,3459,2185,2804,2236
"19023",4,7,6,5,1,5,8,10,7
"19024",995,1308,1089,1066,1052,1308,1008,1485,1094
"19025",5352,6418,6290,6649,6350,7459,6060,7849,5345
"19027",8880,10930,9796,8926,8311,10990,9771,13426,9143
"19035",7766,8195,8227,8316,7390,8913,8311,11130,7310
"19038",57,72,50,27,30,21,33,41,23
"19039",7121,8538,8864,6540,6000,6880,6263,7767,5779
"19041",358,549,457,426,436,532,592,732,539
"19042",4403,5154,5271,4870,4592,6196,3987,5102,4160
"19043",4589,5605,5672,5641,5098,7026,5045,6270,4991
"19044",824,779,891,765,706,891,959,1189,905
"19045",10268,10956,10437,10845,9411,11612,10271,13468,9531
"19046",13471,16926,18472,15765,14626,21851,16563,22879,19985
"19047",9698,11004,11257,10066,9173,12092,10919,15091,10835
"19049",16933,16970,19712,14515,13677,16852,14336,19348,14178
"19051",4,1,0,3,1,5,0,3,0
"19052",12452,14325,14170,14780,13398,18131,12884,18321,13274
"19053",5205,5581,6028,5379,4801,6507,4501,5539,4596
"19054",392,328,441,391,385,499,356,367,297
"19055",2984,3408,3559,3322,3190,4165,3186,3722,2963
"19056",1993,2503,2432,2366,2098,2991,2223,2973,2072
"19057",244,287,363,354,312,454,294,377,291
"19058",3371,4040,4244,4166,3995,5621,4126,5439,4127
"19059",0,1,0,1,0,2,0,1,0
"19060",5229,5461,5721,6450,5986,7392,5289,7018,4987
"19062",967,1048,1240,1014,1082,1250,897,1165,855
"19063",1087,1361,1193,1763,1538,1866,1341,1560,1134
"19064",0,3,1,0,0,0,0,1,0
"19065",1,0,0,0,0,0,0,0,0
"19069",2421,2784,2818,2824,2538,3248,2836,3760,2672
"19070",2356,2731,2567,2768,2512,3517,3103,4090,2904
"19072",2015,2477,2216,2366,2056,2524,2231,3098,1749
"19073",68,62,108,78,103,143,148,266,119
"19074",0,0,0,0,0,0,0,0,0
"19075",855,951,868,896,646,943,986,1466,980
"19076",450,528,448,503,415,535,516,666,366
"19079",4233,5224,4708,5194,4820,5529,3640,5149,3566
"19082",2629,2714,2913,2676,2380,2914,2598,3365,2668
"19084",4647,5402,6180,5017,4897,6738,5285,6333,5621
"19085",9,9,6,11,11,7,6,16,15
"19087",5202,7258,6619,6151,5447,7285,6459,8303,5723
"19088",5,9,8,11,6,12,11,19,18
"19089",5770,5977,6351,6185,5519,7037,6042,7564,6015
"19090",609,714,863,796,675,1025,854,953,775
"19091",9,3,7,16,13,10,9,21,4
"19092",1135,1628,1617,889,1142,1224,1307,1128,874
"19094",33,57,29,19,27,36,51,94,56
"19099",24,35,54,89,99,104,101,144,108
"19106",1335,1645,1626,1487,1448,1972,1421,1625,1046
"19108",683,1014,771,969,825,1285,793,950,628
"19109",0,0,0,0,0,0,0,0,0
"19110",0,0,0,0,0,0,0,0,0
"19111",4,6,1,7,3,12,2,7,7
"19112",0,0,0,0,0,0,0,0,0
"19113",0,0,0,0,0,0,0,0,0
"19114",0,0,0,0,0,0,0,0,0
"19116",1429,1772,1868,2303,2270,3253,2016,2405,1617
"19118",0,0,0,0,0,0,0,2,1
"19119",0,0,0,0,0,0,0,0,0
"19120",0,0,0,1,2,0,0,0,0
"19122",10379,10049,10496,7589,7465,8404,7807,9739,6615
"19123",152,153,176,60,56,68,118,192,142
"19124",1,0,1,3,1,1,1,2,0
"19125",1537,1523,2508,723,842,1102,1129,1318,911
"19126",15199,22551,21050,17487,17473,23951,15759,18947,15875
"19127",0,0,0,1,1,0,0,0,0
"19128",68,71,71,38,32,31,43,51,37
"19130",5,9,7,9,10,7,8,16,6
"19131",0,0,0,0,0,0,0,0,0
"19132",0,0,0,3,2,8,2,1,2
"19133",0,0,0,0,0,0,0,0,0
"19134",2364,2941,2887,3125,2850,4200,3462,4301,2835
"19139",404,469,446,477,434,550,603,844,622
"19141",739,882,905,653,703,774,776,1024,804
"19142",0,2,1,2,2,4,0,2,0
"19143",15007,16508,17879,16029,14710,18998,12978,16143,12464
"19144",0,0,0,0,0,0,0,0,0
"19146",0,0,0,0,0,0,0,0,0
"19152",0,0,0,0,0,0,1,3,0
"19153",170,193,161,218,182,254,189,272,157
"19155",4768,5528,5665,4682,4632,6219,5083,6705,5067
"19156",45026,49798,54900,40478,39126,48791,41802,52943,43197
"19157",1802,2054,2124,2055,1813,2268,1953,2391,1608
"19158",2875,2758,3350,3291,3127,3704,2602,3054,2470
"19159",362,450,395,462,484,579,431,540,351
"19164",6155,7673,7055,7565,6907,8168,6201,7795,5485
"19165",972,993,1242,948,860,1165,860,1086,808
"19166",4501,4868,5043,4840,4445,5870,4534,5747,4660
"19167",6762,7042,8093,6581,6233,9108,6539,7999,7105
"19170",6489,6860,7286,6570,6370,8489,6265,8246,6607
"19171",4423,4660,5406,3377,3412,4058,2818,3095,3012
"19172",9373,9096,10192,8454,7802,10559,8334,10439,9198
"19173",4571,4502,5171,4132,4000,5069,3798,4565,4013
"19175",5454,5295,5832,5139,4587,5597,4552,6057,4648
"19177",5900,6036,6091,5709,5097,6674,4882,6378,5061
"19179",4557,4992,4715,5067,4481,5371,4475,6095,4248
"19181",3782,4210,4367,4016,3442,4490,3744,4836,3607
"19182",6211,6575,6834,6352,5606,7383,5350,6713,5362
"19183",124,143,127,129,101,120,134,183,107
"19184",4944,5472,5429,5118,4432,5533,4635,5722,4234
"19185",4304,4699,5073,4403,4135,5277,4582,5941,4887
"19186",5033,5140,5895,3924,4076,4930,4100,4946,4294
"19188",6341,6398,7035,4316,4234,5564,4999,6010,5283
"19192",3744,4649,4769,4455,3900,5176,4695,6079,4093
"19193",128,131,123,73,68,112,172,247,184
"19194",0,0,0,0,0,0,0,0,0
"19197",11,15,13,13,23,15,8,22,24
"19200",40,49,46,32,30,47,60,98,42
"19201",541,892,750,856,778,948,662,742,477
"19202",0,0,0,0,0,0,1,1,0
"19204",8,7,8,10,6,6,11,8,6
"19205",12434,14400,12757,14486,12238,15394,12615,16548,10047
"19206",510,670,583,455,523,610,435,760,433
"19207",0,2,0,1,4,1,3,0,0
"19208",12,8,16,15,12,21,17,14,11
"19210",4792,5627,5789,5577,5007,6354,4940,6032,4859
"19211",4284,5439,5731,5166,4803,6713,5427,7209,5389
"19212",221,223,218,236,228,298,174,238,141
"19213",0,0,0,0,0,0,0,0,0
"19214",1,0,0,1,0,0,0,0,1
"19215",0,0,0,0,0,0,0,0,0
"19216",743,944,935,1326,1177,1236,980,1514,865
"19217",2,1,4,1,2,2,3,8,4
"19218",33,53,35,126,129,187,83,149,93
"19219",983,1226,1063,1617,1400,1933,1776,2041,1357
"19220",1,1,0,0,0,0,1,1,0
"19221",4775,6279,5733,5702,5301,6755,4805,5915,3993
"19222",1,0,0,1,0,0,0,0,0
"19223",1,1,1,0,2,2,4,3,1
"19224",25,20,20,24,23,17,31,38,10
"19225",3,1,3,5,5,3,1,6,2
"19226",0,0,0,0,0,0,0,0,0
"19227",1,0,1,0,0,0,1,0,0
"19228",1,0,0,0,0,0,1,0,0
"19229",2003,2482,2539,2846,2635,3365,2131,2599,1816
"19230",6400,8132,6820,8472,7913,9533,9094,13153,8346
"19231",47256,52272,52931,48546,42265,59392,52622,68734,54730
"19240",11720,12994,11344,10363,9096,10438,10314,14322,10031
"19241",25080,26121,29149,31047,30626,43638,33881,44065,39196
"19242",0,1,0,0,1,0,3,2,0
"19243",11493,15338,15299,12336,11345,16835,15153,18698,14909
"19244",13748,16016,16596,14644,13958,18867,13019,17237,13793
"19245",311,357,372,292,267,332,367,541,326
"19246",1275,1436,1488,1630,1517,1825,1416,1870,1252
"19247",3324,3998,4474,3868,3481,4675,3505,4348,3204
"19248",892,1242,1069,1270,1129,1604,1122,1499,1099
"19249",496,595,539,614,507,711,745,843,529
"19250",19,35,33,22,22,23,17,22,11
"19252",4867,5816,4710,9623,9459,11191,10258,14312,10415
"19253",2221,2201,2252,2791,2697,3019,1939,2168,1693
"19255",1685,1720,2020,1858,1650,2352,1794,2228,1610
"19256",0,0,0,0,0,0,0,0,0
"19258",101,160,163,182,173,235,205,271,145
"19259",6,5,9,4,7,4,5,9,6
"19260",89,75,105,91,95,166,164,263,106
"19261",7,8,10,9,16,8,4,14,6
"19262",1898,2427,2206,2502,2270,2722,2038,2592,1668
"19263",4,7,7,14,16,15,5,5,17
"19264",422,478,631,387,419,791,809,1436,586
"19265",69,56,71,42,60,97,72,127,71
"19266",1854,2300,2167,2371,2362,3215,1887,1995,1532
"19267",313,334,402,345,349,468,389,404,241
"19268",7559,9808,9792,5465,5706,6914,6203,8125,5117
"19270",1711,2436,2183,2200,2004,2834,1817,2240,1545
"19271",1642,2371,2101,2446,2536,3366,1609,2101,1525
"19272",4676,5958,5336,5415,5290,6491,5071,6177,4554
"19273",79,80,88,42,49,50,152,187,124
"19274",82,115,101,105,78,89,59,97,58
"19275",28,33,23,24,18,22,24,56,30
"19276",559,614,517,550,565,613,459,595,291
"19277",206,233,242,114,104,146,224,207,131
"19279",661,847,698,1469,1266,2211,804,1141,805
"19280",1105,1123,1114,1478,1318,1667,1665,2123,1151
"19281",3,7,4,3,9,9,5,3,4
"19283",2,2,1,3,1,5,4,5,0
"19285",80,67,74,27,38,41,90,227,140
"19286",1468,1494,1586,1723,1669,1972,1339,1754,1287
"19288",0,0,0,0,0,0,0,0,0
"19289",1,0,1,0,0,0,0,0,1
"19290",718,826,761,884,874,921,766,1106,675
"19291",6818,8342,8505,7759,7281,10224,8433,11279,8003
"19293",0,0,0,0,0,0,0,0,0
"19294",4605,5340,5227,5398,5359,6073,4683,6627,4991
"19296",31,45,45,23,37,47,66,76,72
"19298",3048,3680,3503,3735,3249,4158,3090,3939,2804
"19299",13006,17048,15182,11953,10932,14406,13242,17314,12763
"19300",631,666,698,810,769,953,689,743,619
"19301",360,458,456,412,302,399,393,498,318
"19302",2107,2218,2361,2395,2161,2839,2314,2750,2199
"19303",4888,6176,5614,7137,6329,7354,5812,7657,5010
"19305",1563,1773,2005,2080,1960,2410,1955,2284,1798
"19309",15,14,15,24,19,34,13,18,17
"19317",29,55,50,45,51,67,69,73,51
"19324",9303,11514,11126,10375,9313,11732,10033,13383,9305
"19325",5515,7013,7030,6573,6066,8265,6513,8277,6083
"19326",4934,5544,5790,5443,5202,6444,4255,5288,3943
"19328",390,429,437,370,360,450,354,513,418
"19329",1069,1219,1390,1389,1428,1836,875,1291,1261
"19330",4191,4933,5255,4790,4509,6208,4751,6089,4980
"19331",315,355,351,339,348,446,276,352,267
"19332",524,665,618,607,503,582,363,669,495
"19334",1624,1894,1975,2262,1951,2479,1735,2193,1617
"19335",279,319,355,313,279,374,390,436,280
"19336",1812,1927,2258,2450,2236,3223,2404,2954,2674
"19337",19,16,16,29,28,29,16,31,22
"19338",586,758,769,736,734,945,729,993,779
"19339",262,244,246,300,249,347,182,393,259
"19340",3097,3427,3350,2705,2591,2863,3150,4295,2907
"19341",1822,2188,2478,2392,2154,2861,1902,2681,1954
"19342",1544,1621,1746,1665,1501,1810,1175,1486,1183
"19344",2521,3269,3253,2767,2528,3184,2810,3634,2612
"19345",6274,7614,6676,7398,6408,6970,6125,8592,4693
"19346",4933,6009,5682,5840,5236,7285,5758,7574,5447
"19347",47,66,65,62,78,75,90,96,69
"19348",1187,1514,1152,1474,1087,1491,1508,2112,1349
"19349",7355,8805,8394,8699,7741,9624,7788,10678,7064
"19352",1822,1908,2138,1803,1733,2486,2176,2552,2259
"19353",17117,20598,21594,18366,16737,23589,15909,20844,16996
"19354",196,169,234,139,170,276,242,465,193
"19355",418,425,458,389,385,498,437,571,393
"19356",705,764,782,781,743,923,852,1072,755
"19357",7078,9600,8010,7689,6469,8754,7139,9332,6120
"19358",2659,3088,2867,2739,2505,3126,2462,3007,2320
"19359",5074,6388,6096,5726,5059,6745,6294,8718,6127
"19360",1394,1848,1620,1717,1494,2032,1569,2002,1232
"19361",873,979,940,974,728,1200,1009,1337,884
"19362",283,330,324,321,302,424,419,506,324
"19363",101,101,88,75,85,93,94,161,114
"19364",992,1065,1126,1040,1049,1328,985,1201,874
"19365",184,174,214,185,181,243,219,303,183
"19366",424,465,432,453,330,554,495,663,460
"19367",434,403,428,428,412,562,447,601,370
"19368",0,0,0,0,0,0,4,2,0
"19370",12,15,0,7,8,24,0,0,0
"19373",0,0,0,0,0,0,0,0,0
"19374",3,2,5,2,2,7,2,6,4
"19376",16,12,8,6,3,4,18,43,29
"19377",913,997,1081,1143,1000,1203,1035,1360,808
"19378",0,0,0,1,1,0,1,1,0
"19383",7114,7420,7954,7104,6499,7989,6233,8195,6340
"19384",11071,12459,12505,11631,10111,14384,11220,14163,10970
"19385",3745,4284,4220,3802,3415,4331,3787,5063,3689
"19386",2593,3530,3570,3488,3251,4991,4493,5061,3685
"19387",6383,7325,7457,6222,5350,7523,7107,8852,6876
"19395",16,18,32,13,17,33,28,44,28
"19400",0,0,1,0,0,0,1,0,1
"19401",639,933,798,791,753,897,626,1179,812
"19411",763,725,751,555,611,651,373,795,555
"19414",1153,1396,1276,1298,1125,1526,1360,1744,1143
"19415",2,0,1,5,2,2,3,13,4
"19416",1571,1437,1259,2344,2293,2686,2499,3356,2162
"19417",1,1,2,2,1,2,3,7,3
"19418",153,275,208,153,172,189,181,145,103
"19419",65,83,99,67,87,155,154,237,94
"19428",24,26,21,5,22,17,34,46,32
"19434",0,0,0,0,0,0,0,0,0
"19645",1328,1815,1606,1874,1603,2477,1748,2230,1682
"19646",4601,5399,5300,5040,4437,5857,5448,7460,5500
"19647",2907,3155,3425,3448,3145,3933,3433,3903,2664
"19649",1,0,1,0,1,1,0,0,2
"19650",1412,1759,1561,1660,1431,2179,1811,2434,1616
"19651",1311,1705,1681,1581,1389,1953,1337,1733,1206
"19652",9659,8932,9627,12854,11839,16365,10136,13098,9346
"19653",891,940,926,813,819,1216,921,1203,785
"19654",2230,2737,2763,2577,2441,3155,2946,3636,2830
"19655",1470,1857,1578,1803,1515,1904,1307,1353,835
"19656",2431,2510,2699,2460,2168,2719,2687,3468,2426
"19657",0,0,0,0,0,0,0,0,0
"19659",65,75,78,37,30,42,46,54,58
"19660",531,859,943,1132,981,1357,772,982,699
"19661",0,0,0,0,0,0,0,0,0
"19662",55,64,58,9,11,10,12,15,12
"19663",17,14,11,9,6,7,21,38,16
"19664",822,1082,1052,1149,1034,1436,1115,1383,864
"19668",5,2,8,2,6,5,1,9,5
"19671",1253,1374,1471,1625,1470,1634,1452,1818,1431
"19672",60,56,54,38,30,56,55,55,34
"19674",0,0,2,1,0,0,0,0,0
"19679",247,313,309,290,263,312,295,382,183
"19682",127,144,149,135,129,161,165,215,152
"19683",320,438,380,168,216,204,325,416,288
"19684",57,57,64,43,53,91,83,147,82
"19687",1601,1940,1967,1893,1620,2244,2105,2860,1797
"19691",657,809,816,793,668,958,808,1038,683
"19692",1,5,1,0,1,0,0,0,0
"19693",0,0,0,0,0,0,0,0,0
"19694",2,45,7,0,0,0,0,0,0
"19695",52,879,152,7,22,13,17,30,10
"19696",64,84,78,79,96,148,83,119,70
"19697",1786,2058,2160,2259,2061,2378,1938,2408,1719
"19698",1042,1478,1251,1631,1551,1756,1318,1829,1255
"19699",5,7,5,4,0,1,3,2,3
"19700",0,0,0,0,0,0,0,1,0
"19702",0,1,0,0,1,0,0,1,0
"19703",18,25,17,13,18,13,28,40,23
"19704",4989,5627,5611,5362,4813,5969,5190,6621,4430
"19707",700,802,788,857,722,931,794,1005,577
"19708",2012,2287,2338,2014,2039,2337,2171,2757,1893
"19711",11,16,16,10,20,17,12,25,7
"19712",215,314,294,284,285,365,268,384,237
"19713",30,36,24,75,58,75,52,63,38
"19714",751,1081,1000,1076,984,1417,1056,1371,890
"19716",348,336,405,87,96,126,271,362,319
"19718",3732,3652,3703,3121,2794,3413,3081,4403,2991
"19719",1417,1434,1524,1440,1111,1522,1394,1768,1442
"19720",1554,1759,1815,1642,1554,1849,1804,2589,1745
"19724",1264,1320,1329,1335,1253,1472,1319,1627,980
"19725",70,90,74,99,94,100,119,161,69
"19726",180,192,159,244,221,270,296,297,228
"19727",784,919,906,808,867,945,910,1105,848
"19729",1145,1250,1260,878,790,1049,1069,1527,1097
"19730",2903,3728,3180,3231,3094,3756,2959,3752,2614
